"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lat","Lon","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL","Processing","lon","lat","project"
"40087","433","Socketed Chisel","","Herts Cty. Museum, St. Albans,Ball Collection","Austria","Austria","47.516231","14.550072","","None","None","None","102","socket 19","8","63.78","patches of bronzey patina","smooth, slight encrustation","socket 17","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154782720","https://farm8.staticflickr.com/7755/18154782720_ca3213d477_m.jpg","superuser",14.5501,47.5162,"ForeignTools"
"40088","433","Sickle","","Herts. Cty. Mus., St. Albans,Ball Collection","Austria","Austria","47.516231","14.550072","","None","None","None","170","135.5; blade 42.5, 23.5, 44","","205.52","Dull green matt","Smooth","blade 8, 6, 6.5","","","","At X the blade curves so that this point is 10mm above plane.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18342527265","https://farm8.staticflickr.com/7745/18342527265_6e3002684f_m.jpg","superuser",14.5501,47.5162,"ForeignTools"
"40089","433","Sickle","","Herts. Cty. Museum, St. Albans,Ball Collection","Austria","Austria","47.516231","14.550072","","None","None","None","173.5","113; blade 32, 37, 21","","134.65","dull green matt","encrusted","3.5, 3","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343977661","https://farm8.staticflickr.com/7751/18343977661_43686097d7_m.jpg","superuser",14.5501,47.5162,"ForeignTools"
"40090","433","Sickle","","Herts. Cty. Mus., St. Albans,Ball Collection","Austria","Austria","47.516231","14.550072","","None","None","None","155","100.5; blade 33, 23","","141.75","Dull green matt","Smooth","blade 6.5, 4; tang 5, 3","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18156321479","https://farm9.staticflickr.com/8803/18156321479_1e7cd51389_m.jpg","superuser",14.5501,47.5162,"ForeignTools"
"40091","433","Sickle","","Herts. Cty. Mus., St. Albans,Ball Collection","Austria","Austria","47.516231","14.550072","","None","None","None","192","136; blade 42, 45, 28.5","","233.88","Green","Smooth","7, 4, 2.5, 4.5","","","","The end of blade is 16mm from plane, owing to curvature.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343976931","https://farm1.staticflickr.com/457/18343976931_8ac288d855_m.jpg","superuser",14.5501,47.5162,"ForeignTools"
"40092","433","Knife","","Royal Scottish Museum, Edinburgh,Reg. No. 1894.192","Central Europe","Central Europe","50.3784723","14.97059820000004","","None","None","None","235","30; butt 19","","124","Dark green patina","Well preserved","19; 1","","","","Knife, bronze: recurved + pointed blade, round socket; hatched ornament.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154670478","https://farm8.staticflickr.com/7752/18154670478_f63812d482_m.jpg","superuser",14.9706,50.3785,"ForeignTools"
"40093","433","Horse Bit","","Private Collection,11.4.24 (at S. of A),Capt. W. H. Murray","China","China","35.86166","104.19539699999996","","None","None","None","106, 109","rings 57 x 40; centre 26","","290","Polished patina mottled medium green. A patch (where shaded on linked ring) of dark red-brown patina + fawn coloured earth. A similar patch on other side of the other ring.","Smooth. Golden bronze shows on the square edges.","12, 12.25, 9.5","","","","The large rings are oval in section + the linked rings are round. The bars are crudely round.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343976821","https://farm9.staticflickr.com/8848/18343976821_46558f19be_m.jpg","superuser",104.1954,35.8617,"ForeignTools"
"40094","433","Chisel","","Pitt Rivers Museum, Farnham","Cyprus,Nicosia","Nicosia","35.166667","33.36666700000001","","None","None","None","162","below middle 17; end 8","15","141.75","Green + dark bronze","Rough","12","","","","Edge slightly indented","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17721856173","https://farm8.staticflickr.com/7743/17721856173_0e1eef179d_m.jpg","superuser",33.3667,35.1667,"ForeignTools"
"40095","433","Socketed Chisel","","Sold at Sotheby's, 23rd July 1926, Lot 460,Owner unknown","Cyprus","Cyprus","35.126413","33.429858999999965","","None","None","None","112","socket 14; edge 8.75","","","Dirty dark green + a drab coloured soil adheres.","Fairly smooth","socket 14.75","","","","","","Two items of this lot not drawn, one a bell + the other an ornament.","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17721855903","https://farm1.staticflickr.com/512/17721855903_1985d5d193_m.jpg","superuser",33.4299,35.1264,"ForeignTools"
"40096","433","Tweezers","","Sold at Sotheby's, 23rd July 1926, Lot 460,owner unknown","Cyprus","Cyprus","35.126413","33.429858999999965","","None","None","None","84","","16.5","","Some dark green patina shows.","Rough. Earth encrusted all over + some light green powdery corrosion","","","","","","","Two items of this lot not drawn, one a bell + the other an ornament.","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17719895014","https://farm8.staticflickr.com/7753/17719895014_8293cf2a03_m.jpg","superuser",33.4299,35.1264,"ForeignTools"
"40097","433","Sickle","","Pitt Rivers Museum,Farnham","Czecho-Slovakia,Moravia,Boskowitz (label)","Boskovice, Czech Republic","49.4875115","16.659976099999994","","None","None","None","180","blade 12, 33, 27","","113.39","Green","Rough","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154669728","https://farm9.staticflickr.com/8791/18154669728_c09e127903_m.jpg","superuser",16.66,49.4875,"ForeignTools"
"40098","433","Socketed Hammer","","Farnham Museum, Dorset","R. Danube","Danube","46.6661353","18.976064199999996","","None","None","None","80","37, 35","","255.15","Green","Rough","29, 26","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154669598","https://farm8.staticflickr.com/7750/18154669598_1492eafefb_m.jpg","superuser",18.9761,46.6661,"ForeignTools"
"40099","433","Awl","","Nationalmuseet, Copenhagen,No. B 8390","Denmark,Festykke H.,Stenlose S.","3660 Stenløse, Denmark","55.76861599999999","12.198309999999992","","None","None","None","48.75","rod 1.50; hammered centre 2.75","","1","","","","","","","Bronze pin slightly flattened in centre.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18342525455","https://farm8.staticflickr.com/7796/18342525455_597d492685_m.jpg","superuser",12.1983,55.7686,"ForeignTools"
"40100","433","","","Nationalmuseet, Copenhagen,No. B3886","Denmark,Stovring H.,Harritsten S","9530 Støvring, Denmark","56.8881242","9.830045400000017","","None","None","None","304","base 48.5; shaft 27 (drawn as 25)","","648","","","11.5","","","","The whole object is slightly bent. Just below hook + bar is a hole. Double band of herringbone pattern extends whole length of shaft.","","Cf. No. B 3885","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18156320059","https://farm9.staticflickr.com/8865/18156320059_d17b253dc0_m.jpg","superuser",9.83,56.8881,"ForeignTools"
"40101","433","2 (one drawn)","","Nationalmuseet, Copenhagen,No. B 3885 (1) + (2)","Denmark,Stovring H.,Harritslen S.","9530 Støvring, Denmark","56.8881242","9.830045400000017","","None","None","None","","","","(1) 1318; (2) 890","","","","","","","2 objects, similar in every detail, except weight. End solid. Both corroded. 3 large perforations in shafts. Herringbone band round side rim below hook.","","Cf. No. B3886","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154669118","https://farm9.staticflickr.com/8883/18154669118_402d55ddec_m.jpg","superuser",9.83,56.8881,"ForeignTools"
"40102","433","Knife","","Peabody Museum,Harvard University,4696,Cambridge, Mass.,Received by purchase 1868,Collected by Wilmot J. Rose.","Denmark,Jutland,Osterbo","Jutland, 6040 Egtved, Denmark","55.62954999999999","9.20105000000001","","None","None","None","97","blade 18; handle 14","","","light green","Somewhat corroded at point.","4.5 tapering down","","","","(Broken and sewn on card)","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343975991","https://farm8.staticflickr.com/7782/18343975991_6676d2a82b_m.jpg","superuser",9.2011,55.6295,"ForeignTools"
"40103","433","Twisted Gold Wire (2 pieces)","","Nationalmuseet, Copenhagen,No. 13 (1) + (2)","Denmark?,No provenance listed.","Denmark","56.26392","9.50178500000004","","None","None","None","","(1) Diameter of wire about 1mm, of coil c. 14mm; (2) similar, but with 1 twist less","","Approximate (1) 3 gr; (2) 2 gr","","","","","Gold","","Twisted wire","","Not drawn,Cf. No. B 8389, Bronze Ring","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154780090","https://farm1.staticflickr.com/445/18154780090_be131555af_m.jpg","superuser",9.5018,56.2639,"ForeignTools"
"40104","433","Pin","","Nationalmuseet, Copenhagen,No. B 9611","Denmark,Skippinge H.,Breynivge S.","4534 Skippinge, Denmark","55.740289","11.399380000000065","","None","None","None","143","head 17.5","","26","","","","","","","Bronze pin with hollow spherical head, perforated.","Illustrated by Sophus Muller ""Oldtidens Kimst Bronzegealeren,"" p. 3, fig., 13.","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17721854883","https://farm8.staticflickr.com/7790/17721854883_dde93e1ab5_m.jpg","superuser",11.3994,55.7403,"ForeignTools"
"40105","433","Pin","","National Museet, Copenhagen,No. B 6229","Denmark,Zealand,Fredriksborg,Lynge H.,Grose S.","3540 Lynge, Denmark","55.8410507","12.282758899999976","","None","None","None","67","head 20","","24","","","","","Bronze","","Hollow headed pin; spherical top. No decoration. Item broken half way down.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18338521542","https://farm8.staticflickr.com/7737/18338521542_3dfd411a8a_m.jpg","superuser",12.2828,55.8411,"ForeignTools"
"40106","433","Pin + other fragments","","Nationalmuseet, Copenhagen,No. A 5158","Denmark,Jutland,Randers Nr. H,Eusler","Randers, Denmark","56.460584","10.036538999999948","","None","None","None","33","19 (head)","","8","","","","","","","Corroded fragments of a pin - ?holed spherical-headed type.","See Aorboger 1866, 20f.","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18156319099","https://farm8.staticflickr.com/7785/18156319099_f74f0a755e_m.jpg","superuser",10.0365,56.4606,"ForeignTools"
"40107","433","Razor?","","Nationalmuseet, Copenhagen,No. B7698","Denmark,Zealand,Sjaelland,Horns H.,Gjorler S.","Zealand, Denmark","55.4632518","11.721497900000031","","None","None","None","80","15","","7","","","","","","","Plain bronze razor?","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18316075266","https://farm9.staticflickr.com/8811/18316075266_f07b6119c7_m.jpg","superuser",11.7215,55.4633,"ForeignTools"
"40108","433","Knife Blade","","Horniman Museum,Forest Hill, SE,bought","Denmark","Denmark","56.26392","9.50178500000004","","None","None","None","62","10","","3.7","Emerald green patina","Smooth","about 1mm; looped end about 1.5mm","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18156318799","https://farm8.staticflickr.com/7771/18156318799_4fa59401ab_m.jpg","superuser",9.5018,56.2639,"ForeignTools"
"40109","433","Knife Blade","","Horniman Museum,Forest Hill, Se,bought","Denmark","Denmark","56.26392","9.50178500000004","","None","None","None","69","9 blade; 3 stem","","3.2","emerland green patina","slightly pitted","1","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18156318589","https://farm8.staticflickr.com/7787/18156318589_9ff42299dc_m.jpg","superuser",9.5018,56.2639,"ForeignTools"
"40110","433","Razor","","Pitt Rivers Museum, Farnham","Denmark","Denmark","56.26392","9.50178500000004","","None","None","None","94","blade 21, 21.5; tang 6","","7.08","Green","Rough","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343974341","https://farm8.staticflickr.com/7742/18343974341_f10047b640_m.jpg","superuser",9.5018,56.2639,"ForeignTools"
"40111","433","Razor","","Peabody Museum,Harvard University,4695,Cambridge, Mass.,Rec.d by purchase 1868,Collected by Wilmot J. Rose","Denmark,Jutland","Denmark","56.26392","9.50178500000004","","None","None","None","97","blade 25","","","Dark, with a little carbonate","","1","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343974251","https://farm8.staticflickr.com/7749/18343974251_2d812ab3e1_m.jpg","superuser",9.5018,56.2639,"ForeignTools"
"40112","433","Razor","","Peabody Museum,Harvard University,16508,Cambridge, Mass.,Received Decem. 1878,Collected by Clarence B. Moore","Denmark","Denmark","56.26392","9.50178500000004","","None","None","None","55","blade 15","","","green on face, reverse - iron-like with a little verdigris on edge","smooth","2; blade less than 1mm thick","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18338520522","https://farm9.staticflickr.com/8896/18338520522_70cb551c0b_m.jpg","superuser",9.5018,56.2639,"ForeignTools"
"40113","433","Razor Blade","","Brighton Museum,Pres. by H. Willett, Esq. FSA","Denmark","Denmark","56.26392","9.50178500000004","","None","None","None","71","14.5","","6.5","dull dark green patina","smooth","2","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343974031","https://farm9.staticflickr.com/8825/18343974031_79d15cf2d8_m.jpg","superuser",9.5018,56.2639,"ForeignTools"
"40114","433","Razor Blade","","Brighton Museum,Pres. by  H. Willett Esq., FSA","Denmark","Denmark","56.26392","9.50178500000004","","None","None","None","77","24.5","","12.40","dull dark green patina","Smooth","1.5","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18338520152","https://farm1.staticflickr.com/441/18338520152_fb4f07227a_m.jpg","superuser",9.5018,56.2639,"ForeignTools"
"40115","433","Razor Blade","","Brighton Museum,Presented by H. Willett Esq. FSA","Denmark","Denmark","56.26392","9.50178500000004","","None","None","None","74","11.5","","6.4","Dull dark green patina","Rough, slightly encrusted.","1","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17719892364","https://farm9.staticflickr.com/8858/17719892364_2dd71aef1a_m.jpg","superuser",9.5018,56.2639,"ForeignTools"
"40116","433","Sickle","","Museum of Archaeology + Ethnology,Read Gift","Denmark,Sylland (Jutland),Tylland","Jutland, 6040 Egtved, Denmark","55.62954999999999","9.20105000000001","","None","None","None","125","25","","42.52","dark green matt","smooth","5, 2.5, 13","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18342522595","https://farm9.staticflickr.com/8787/18342522595_d2e98d74a7_m.jpg","superuser",9.2011,55.6295,"ForeignTools"
"40117","433","Tweezers","","Peabody Museum,4688,Harvard University,Cambridge, Mass,Received by purchase 1868,Collected by Wilmot J. Rose","Denmark,Jutland","Jutland, 6040 Egtved, Denmark","55.62954999999999","9.20105000000001","","None","None","None","70","where bent over 4","22","","dark green patina with worn patch, much scratched","","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18342522485","https://farm1.staticflickr.com/336/18342522485_5598a2cd7b_m.jpg","superuser",9.2011,55.6295,"ForeignTools"
"40118","433","Tweezers","","Horniman Museum,Forest Hill, SE,Bought from Back house Collection","Denmark","Denmark","56.26392","9.50178500000004","","None","None","None","49","16","","7.08","Very little emerald green patina","Mostly smooth brownish or golden bronze colour",".45","","Bronze","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154666618","https://farm8.staticflickr.com/7748/18154666618_f29922f5b8_m.jpg","superuser",9.5018,56.2639,"ForeignTools"
"40119","433","Chisel","","Private Collection,Late Lord Amherst of Hackney, FSA,Sotheby's 17.vi.21, Lot 827","Egypt,City of Akhenaten (Tell el Amarna)","Amarna, Tall Bani Omran, Deir Mawas, Menia Governorate, Egypt","27.661667","30.905555999999933","","None","None","None","59","edge 8; tang 4","tang 4","4.65","medium green patina mixed with encrustment of tiny stones","rough + encrusted all over","","","","","","","Discovered by Lord Amherst 1891/2","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18316073026","https://farm1.staticflickr.com/362/18316073026_00ed65a865_m.jpg","superuser",30.9056,27.6617,"ForeignTools"
"40120","433","Chisel","","Private Collection,late Lord Amherst of Hackney, FSA,Sotheby's 17.vi.21, Lot 827","Egypt,City of Akhenaten (Tell el Amarna)","Amarna, Tall Bani Omran, Deir Mawas, Menia Governorate, Egypt","27.661667","30.905555999999933","","None","None","None","64","tang 4","9.25","4.65","partly covered with a greyish green patina which is inclined to be rough","Fairly smooth - partly a dark brown bronze colour","blade 2.5; tang 1.75","","","","","","Discovered by Lord Amherst 1891/2","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154666358","https://farm1.staticflickr.com/328/18154666358_248009dee8_m.jpg","superuser",30.9056,27.6617,"ForeignTools"
"40121","433","Sculptor's Chisel","","Private Collection,D. Sams Esq., Late of Luxor, Egypt,Sotheby's, 23.v.21, Lot 45","Egypt,Thebes","Luxor, Luxor City, Luxor, Luxor Governorate, Egypt","25.6872431","32.639635699999985","","None","None","None","41","5.5, 6.4 (widest)","","3.1","","Very slightly encrusted with emeralg green colour - one side is a reddish brown as if subjected to fire.","1.75 + slt. over 2 at the edge","","","15 chisels and 3 scrapers found wrapped together in a tomb at Thebes.","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154777430","https://farm1.staticflickr.com/366/18154777430_f017d528c9_m.jpg","superuser",32.6396,25.6872,"ForeignTools"
"40122","433","Sculptor's Chisel","","Private Collection,D. Ams Esq, late of Luxor, Egypt,Sotheby's, 23.v.21, Lot 45","Egypt,Thebes","Luxor, Luxor City, Luxor, Luxor Governorate, Egypt","25.6872431","32.639635699999985","","None","None","None","45","haft 7","9.5","3.87","light greenish patina with soil lightly encrusted on","a little rough",".75 at edge + nearly 3mm at point of haft","","","15 chisels + 3 scrapers found wrapped together in a tomb at Thebes.","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343972731","https://farm1.staticflickr.com/376/18343972731_e4b428af2f_m.jpg","superuser",32.6396,25.6872,"ForeignTools"
"40123","433","Sculptor's Chisel","","Private Collection,D. Sams Esq, late of Luxor, Egype,Sotheby's 23.v.21, Lot 45","Egypt,Thebes","Luxor, Luxor City, Luxor, Luxor Governorate, Egypt","25.6872431","32.639635699999985","","None","None","None","58.5","7, 7.5 tapering to a point","","5.42","dark emerald green patina on one side + dark red brown rust colour on the other, with a little dark green patina at the end.","a little rough","1 + slt over 1.5","","","15 chisels + 3 scrapers found wrapped together in a Tomb at Thebes","","","One of 3 - all similar - ther others measure 54.5 x 7 + 55 x 6.5 + 6","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17719891014","https://farm9.staticflickr.com/8763/17719891014_c623988cc0_m.jpg","superuser",32.6396,25.6872,"ForeignTools"
"40124","433","Chisel","","Private Collection,D. Sams, Esq., late of Luxor, Egypt,Sotheby's 23/v/21, Lot 45","Egypt,Thebes","Luxor, Luxor City, Luxor, Luxor Governorate, Egypt","25.6872431","32.639635699999985","","None","None","None","72.5","","14.5","6.5","","surface is covered with a slight encrustment of emerald + a lighter green, with rust colour showing beneath","about 1 1/2 at thickets part + tapering to an edge","","","15 chisels + three scrapers - found wrapped together in a Tomb at Thebes","","","This is one of 9 - all practically the same shape and size.","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18338518812","https://farm9.staticflickr.com/8895/18338518812_30afe8b221_m.jpg","superuser",32.6396,25.6872,"ForeignTools"
"40125","433","Blade, curved","","Sotheby's Sale, 20th May, 1930, Lot No. 2","Egypt","Egypt","26.820553","30.802498000000014","","None","None","None","385","33","","","","","4","","","","Curved blade, pierced with 6 small holes along back side for attachment to a shaft, probably from a battle-axe.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18316072006","https://farm8.staticflickr.com/7775/18316072006_7233eedaf1_m.jpg","superuser",30.8025,26.8206,"ForeignTools"
"40126","433","Fish hooks","","Private Collection,Late Lord Amherst of Hackney, FSA,Sotheby's 17.vi.21, Lot 827","Egypt,City of Akhenaten (Tell el Amarna)","Amarna, Tall Bani Omran, Deir Mawas, Menia Governorate, Egypt","27.661667","30.905555999999933","","None","None","1891","A. 39.5; B. 38","A. 15.5; B. 17","","A: 1.94; B. 1.55","","Both rather rough through corrosion, with fine soil in a sort of encrustment all over.","","","","","These were probably made of round wire hammered a little flat. The curled end for fastening is corroded solid on each.","","Discovered by Lord Amherst in 1891/2.","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17721851413","https://farm9.staticflickr.com/8869/17721851413_82a75e00aa_m.jpg","superuser",30.9056,27.6617,"ForeignTools"
"40127","433","Fishing Spear","","Pitt Rivers Museum, Farnham","Egypt,Kourneh","Tall al Qurnah, Abu Diab Sharq, Deshna, Qena Governorate, Egypt","26.2","32.53333329999998","","None","None","None","147","7, 9, 14","","14.17","","Smooth bronze","","","","","Edge smooth","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18342520835","https://farm1.staticflickr.com/433/18342520835_048bdd15d4_m.jpg","superuser",32.5333,26.2,"ForeignTools"
"40128","433","Horse Bit","","Private Collection,Late Lord Amherst of Hackney, FSA,Sotheby's 17.vi.21, Lot 827","Egypt,City of Akhenaten (Tell el Amarna)","Amarna, Tall Bani Omran, Deir Mawas, Menia Governorate, Egypt","27.661667","30.905555999999933","","None","None","1891","90","31, 14, 7.5","","53.15","","Rough green encrusted surface of various shades - light blue at one end + traces of light brown earth here and there.","7, 6.5","","","","","","Discovered by Lord Amherst 1891/2","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18316071436","https://farm8.staticflickr.com/7762/18316071436_31a3eda6cd_m.jpg","superuser",30.9056,27.6617,"ForeignTools"
"40129","433","Nail","","Private Collection,Late Lord Amherst of Hackney, F.S.A.,Sotheby's 17.vi.21, Lot 827","Egypt,City of Akhenaten (Tell el Amarna)","Amarna, Tall Bani Omran, Deir Mawas, Menia Governorate, Egypt","27.661667","30.905555999999933","","None","None","1891","67","head 9; stem 4","3","8.52","Covered with a dull matte light green patina with traces of earth practically all over.","Fairly smooth","head 8; stem 4","","","","","","Discovered by Lord Amherst 1891/2.","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154776150","https://farm1.staticflickr.com/531/18154776150_d82e870fd3_m.jpg","superuser",30.9056,27.6617,"ForeignTools"
"40130","433","Nail","","Private Collection,late Lord Amherst of Hackney, FSA,Sotheby's 17.vi.21, Lot 827","Egypt,City of Akhenaten (Tell el Amarna)","Amarna, Tall Bani Omran, Deir Mawas, Menia Governorate, Egypt","27.661667","30.905555999999933","","None","None","1891","59.5","stem 3.5","","nearly 5","Covered with a smooth light blue powdery patina","Smooth - + a little light green encrustment, more especially at the head.","stem 3.5","","","","","","Discovered by Lord Amherst 1891/2","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154775940","https://farm1.staticflickr.com/509/18154775940_978a954f2b_m.jpg","superuser",30.9056,27.6617,"ForeignTools"
"40131","433","Nail","","Private Collection,Late Lord Amherst of Hackney, FSA,Sotheby's 17.vi.21, Lot 827","Egypt,City of Akhenaten (Tell el Amarna)","Amarna, Tall Bani Omran, Deir Mawas, Menia Governorate, Egypt","27.661667","30.905555999999933","","None","None","1891","48","head 7.5, 6.25; point end 3","","7.9","Covered with a light greyish green patina which has a matte surface.","Fairly smooth - traces of light earth","head 7, 5.5; point end 2.75","","","","","","Discovered by Lord Amherst, 1891/2","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154775780","https://farm8.staticflickr.com/7753/18154775780_44c2b4e2f1_m.jpg","superuser",30.9056,27.6617,"ForeignTools"
"40132","433","Stylus","","Private Collection,of Late Lord Amherst of Hackney, FSA,Sotheby's 17.vi.21, Lot 827","Egypt,City of Akhenaten (Tell el Amarna)","Amarna, Tall Bani Omran, Deir Mawas, Menia Governorate, Egypt","27.661667","30.905555999999933","","None","None","1891","A 147; B 42.5; C 160","A 3.5, 5; B 4.5 to 5; C 3 to 5.5","","A 12.4; B 1; C 15.5","","A. Rough all over + a patina of greyish green which is rough as through soil is encrusted with it + whitish patches. B. Slightly rough through corrosion, which is thin - but nearly coveres the surface. Light greyish green patina. C. Rough nearly all over - caused by soil encrusted with a patina of greyish green. This is chipped off where thin near point, showing a dark brown coppery surface.","","","","","A. Not quite round at thickest end, but the pointed end is practically round. B.  Is hollow, although the others seem to be solid. C. Has a coppery appearance.","","Discovered by Lord Amherst 1891/2","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18156314919","https://farm9.staticflickr.com/8805/18156314919_02eaa00266_m.jpg","superuser",30.9056,27.6617,"ForeignTools"
"40133","433","Needles","","Private Collection,Late Lord Amherst of Hackney, FSA,Sotheby's 17.vi.21, Lot 827","Egypt,City of Akhenaten (Tell el Amarna)","Amarna, Tall Bani Omran, Deir Mawas, Menia Governorate, Egypt","27.661667","30.905555999999933","","None","None","1891","A 43.5; B 102.5","","","A 1.17; B 1.98","A. A matte light green patina; B. light green patina","A. smooth with traces of encrustment. B. smooth + slightly encrusted.","A about 1 3/4; B. 2 to 2.5","","","There are 11 others, much about the same size of the larger one, although some are broken about half way + nearly all have broken eyes (they measure from 73 to 121).","A. seems to be complete and is well preserved, but the point is missing from B. They are round in section except where the eye is + here they are oval.","","Discovered by Lord Amherst 1891/2","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154664058","https://farm9.staticflickr.com/8880/18154664058_9b54c63417_m.jpg","superuser",30.9056,27.6617,"ForeignTools"
"40134","433","Razor","","Private Collection,late Lord Amherst of Hackney, FSA,Sotheby's 17.vi.21, Lot 827","Egypt,City of Akhenaten (Tell el Amarna)","","27.661667","30.905555999999933","","None","None","1891","75","blade 16.5","","slt. under (4 dwt) 6.25 gms","The rougher side has a mottled green patina with patches of light earth, the smoother side has a lighter green dull patina.","One side is rougher than the other owing to slight encrustment","blade - under 1; thickest part of back piece on blade 5","","","Discovered by Lord Amherst 1891/2","Blade is strengthened by a piece of tubular bronze riveted to the back edge.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154775340","https://farm1.staticflickr.com/433/18154775340_6f2a1fd61f_m.jpg","superuser",30.9056,27.6617,"ForeignTools"
"40135","433","Razor","","Sotheby's Sale, 20.v.30, Lot 5","Egypt","Egypt","26.820553","30.802498000000014","","None","None","None","150","blade 16; butt 18","","","","","2","","","","","Sotheby's Catalogue, 20.v.30, p. 4","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154775060","https://farm1.staticflickr.com/426/18154775060_8ff31dbbab_m.jpg","superuser",30.8025,26.8206,"ForeignTools"
"40136","433","Knife Blade","","Private Collection,late Lord Amherst of Hackney, FSA,Sotheby's 17.vi.21, Lot 827","Egypt,City of Akhenaten (Tell el Amarna)","Amarna, Tall Bani Omran, Deir Mawas, Menia Governorate, Egypt","27.661667","30.905555999999933","","None","None","1891","104","blade 26; tang 6, 2.5","","8.52","A roughish patina of green mottled with a light greenish white on one side over the green surface.","Rough practically all over (earth encrusted on).","blade 1.5; tang 5.5, 2","","","","Blade is broken near the point.","","Discovered by Lord Amherst 1891/2.","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18338517222","https://farm9.staticflickr.com/8766/18338517222_de92e072ac_m.jpg","superuser",30.9056,27.6617,"ForeignTools"
"40137","433","Knife Blade","","Private Collection,Late Lord Amherst of Hackney, FSA,Sotheby's 17.vi.21, Lot 827","Egypt,City of Akhenaten (Tell el Amarna)","Amarna, Tall Bani Omran, Deir Mawas, Menia Governorate, Egypt","27.661667","30.905555999999933","","None","None","1891","76","28","","10.85","","One side is completely encrusted with a rough pale earthy green + the other side is black except for parts near the edge where there is an ecncrustment + soil mixed.","Less than 2mm thick. The thickness cannot really be determined because of the encrustment.","","","","Very coppery in appearance. Quite flat in section.","","Discovered by Lord Amherst 1891/2","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18338516392","https://farm9.staticflickr.com/8891/18338516392_96323ba294_m.jpg","superuser",30.9056,27.6617,"ForeignTools"
